"Sample","Factor1","Factor2","Factor5"
"LNEN033",-0.372322201728821,1.99748456478119,-0.232330292463303
"LNEN034",-1.01683521270752,-1.37331235408783,-0.311322689056396
"LNEN035",2.5177891254425,-0.766325891017914,-1.0664404630661
"LNEN036",2.70119023323059,-0.800608575344086,0.630206942558289
"LNEN037",-1.42676961421967,-0.707750499248505,-2.00577664375305
"LNEN038",0.107381530106068,1.81882643699646,0.683726966381073
"LNEN039",-2.21820330619812,-0.518315255641937,0.390840500593185
"LNEN040",-0.0523373559117317,2.20770049095154,-0.0719106048345566
"LNEN044_TU",-1.6808842420578,-1.2852326631546,-0.422524273395538
"LNEN047_TU",-1.91980397701263,-1.03161978721619,1.33384335041046
"LNEN048_TU",-1.66266524791718,-1.18576431274414,0.903089702129364
"LNEN050_TU",-0.759404957294464,-1.13766551017761,0.761937320232391
"LNEN051_TU",0.346869170665741,2.51906800270081,0.557730495929718
"LNEN052_TU",2.91899490356445,-0.569293081760406,0.883160352706909
"LNEN053_TU",3.37795233726501,-0.64375239610672,1.07404696941376
"LNEN054_TU",0.497081905603409,1.38581740856171,-0.549277603626251
"LNEN055_TU",0.427789568901062,1.89435815811157,-0.282973021268845
"LNEN056_TU",-0.324269950389862,0.65338808298111,-0.219429075717926
"LNEN057_TU",-1.0887485742569,-1.01461911201477,0.260697513818741
"LNEN058_TU",3.10963845252991,-0.739747643470764,-0.21313901245594
"LNEN060_TU",0.187409833073616,1.25282716751099,-0.550137400627136
"LNEN061_TU",-0.00190557516179979,1.13238048553467,-0.808680474758148
"LNEN063_TU",-1.84165275096893,-1.34974133968353,0.569485187530518
"LNEN064_TU",0.417370706796646,1.67483329772949,0.0485182702541351
"LNEN066_TU",3.61330819129944,-1.01373660564423,0.657664000988007
"LNEN067_TU",3.47113347053528,-0.774799108505249,0.936407268047333
"LNEN068_TU",-1.74966990947723,-1.24659478664398,-0.459099262952805
"LNEN069_TU",-0.0506825745105743,-1.01243531703949,-0.101143464446068
"LNEN071_TU",0.0459369793534279,-0.49666628241539,-3.24049186706543
"LNEN072_TU",1.80716443061829,-0.608236491680145,-1.54426407814026
"LNEN073_TU",3.44851517677307,-0.883745074272156,1.15429496765137
"LNEN074_TU",-0.227288886904716,1.64479959011078,-0.68122011423111
"LNEN076_TU",-1.51556551456451,-1.38670718669891,-0.323497772216797
"LNEN077_TU",-0.00569751486182213,0.705370187759399,0.359132021665573
"LNEN079_TU",0.171775430440903,1.96443450450897,-0.963771283626556
"LNEN081_TU",-2.2149076461792,-1.13562536239624,1.18126857280731
"LNEN082_TU",2.70986604690552,-0.772418856620789,0.0754040330648422
"LNEN083_TU",3.63503050804138,-0.677837431430817,0.137225523591042
"LNEN084_TU",1.71050834655762,-0.63892787694931,-2.04787611961365
"LNEN085_TU",-1.17364156246185,-1.53193557262421,0.034933727234602
"LNEN086_TU",-0.160557344555855,2.17676091194153,0.453685939311981
"LNEN087_TU",3.12850046157837,-0.832246840000153,0.521718859672546
"LNEN089_TU",0.878987550735474,-1.245934009552,0.0305619183927774
"LNEN090_TU",3.59364366531372,-0.807824969291687,0.809119164943695
"LNEN091_TU",-1.78689384460449,-1.42610549926758,-1.29240381717682
"LNEN092_TU2",-2.28450989723206,-1.41676259040833,1.27923250198364
"LNEN093_TU2",-1.66691732406616,-1.05110287666321,0.246400594711304
"LNEN094_TU5",3.45106077194214,-0.798783659934998,-0.0840856283903122
"LNEN095_TU2",3.75066161155701,-0.827556073665619,0.987060606479645
"LNEN096_TU3",0.113637961447239,2.23106122016907,0.61163604259491
"LNEN097_TU5",-2.28091621398926,-0.628585159778595,1.67883026599884
"LNEN098_TU1",-0.19770735502243,2.40926456451416,0.701548457145691
"LNEN099_TU2",-1.1682745218277,-1.54570412635803,-0.300962179899216
"LNEN100_TU1",-2.46996188163757,-1.51822817325592,-0.168480694293976
"LNEN101_TU1",-0.74403327703476,2.24895429611206,-0.0720709562301636
"LNEN102_TU1",-0.00326469750143588,1.60913491249084,-0.0897061079740524
"LNEN103_TU2",-2.07609367370605,-1.22978389263153,0.340786069631577
"LNEN104_TU3",-1.91915249824524,-1.36458384990692,-1.01043117046356
"LNEN105_TU1",-1.72321259975433,-1.04510152339935,-0.3370660841465
"LNEN106_TU1",3.82867860794067,-0.759031772613525,0.888347208499908
"LNEN107_TU2",-0.377739876508713,-0.9528768658638,-1.94768095016479
